,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
2768,Toyota,Corolla,2015,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,38,29,2031,18565
2769,Toyota,Corolla,2016,regular unleaded,140,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,42,30,2031,19135
2770,Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,38,29,2031,19135
2771,Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,37,29,2031,20065
2772,Toyota,Corolla,2016,regular unleaded,132,4,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,37,28,2031,17300
2773,Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,37,29,2031,23125
2774,Toyota,Corolla,2016,regular unleaded,132,4,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,37,28,2031,21665
2775,Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,38,29,2031,22195
2776,Toyota,Corolla,2016,regular unleaded,140,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,40,30,2031,19835
2777,Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,37,29,2031,20635
2778,Toyota,Corolla,2016,regular unleaded,140,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,40,30,2031,22895
2779,Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,36,27,2031,17900
2780,Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,38,29,2031,18735
2781,Toyota,Corolla,2016,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,37,29,2031,19365
2782,Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,35,28,2031,22680
2783,Toyota,Corolla,2017,regular unleaded,140,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,40,30,2031,21300
2784,Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,36,28,2031,18500
2785,Toyota,Corolla,2017,regular unleaded,132,4,MANUAL,front wheel drive,4.0,Unknown,Compact,Sedan,35,27,2031,21665
2786,Toyota,Corolla,2017,regular unleaded,140,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,40,30,2031,19335
2787,Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,35,28,2031,21900
2788,Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,36,28,2031,21825
2789,Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,36,28,2031,18935
2790,Toyota,Corolla,2017,regular unleaded,132,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,35,28,2031,20445
2791,Volkswagen,Corrado,1992,regular unleaded,158,4,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,26,18,873,2000
2792,Volkswagen,Corrado,1992,regular unleaded,178,6,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,16,873,2000
2793,Volkswagen,Corrado,1993,regular unleaded,178,6,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,16,873,2000
2794,Volkswagen,Corrado,1994,regular unleaded,178,6,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,22,16,873,2000
2795,Chevrolet,Corsica,1994,regular unleaded,120,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,28,22,1385,2000
2796,Chevrolet,Corsica,1996,regular unleaded,120,4,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,Sedan,29,21,1385,2000
2797,Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,53000
2798,Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,57000
2799,Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,62000
2800,Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,58000
2801,Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,68160
2802,Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,64160
2803,Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,83000
2804,Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,63160
2805,Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,64000
2806,Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,55000
2807,Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,87650
2808,Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,73450
2809,Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,64450
2810,Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,69450
2811,Chevrolet,Corvette,2015,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,60000
2812,Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,59000
2813,Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,82270
2814,Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,86270
2815,Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,91650
2816,Chevrolet,Corvette,2015,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79000
2817,Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,68450
2818,Chevrolet,Corvette,2015,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,59160
2819,Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,88345
2820,Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79400
2821,Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,70145
2822,Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,65145
2823,Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,83400
2824,Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,82965
2825,Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,68855
2826,Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,59855
2827,Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,64400
2828,Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,74145
2829,Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,63855
2830,Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,86965
2831,Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,59400
2832,Chevrolet,Corvette,2016,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,92345
2833,Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,60400
2834,Chevrolet,Corvette,2016,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,64855
2835,Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,69145
2836,Chevrolet,Corvette,2016,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,55400
2837,Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,87015
2838,Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,59905
2839,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,74195
2840,Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,65195
2841,Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,88395
2842,Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,59450
2843,Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,55450
2844,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,70195
2845,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,68905
2846,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,65450
2847,Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,79450
2848,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,69905
2849,Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,69195
2850,Chevrolet,Corvette,2017,premium unleaded (recommended),455,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,63905
2851,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,69450
2852,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,60450
2853,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,79195
2854,Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,92395
2855,Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1385,83450
2856,Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,83015
2857,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,73905
2858,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385,64450
2859,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,64905
2860,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,75195
2861,Audi,Coupe,1990,regular unleaded,164,5,MANUAL,all wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,22,16,3105,2000
2862,Audi,Coupe,1991,regular unleaded,164,5,MANUAL,all wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,22,15,3105,2000
2863,Maserati,Coupe,2004,premium unleaded (required),390,8,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,15,10,238,81013
2864,Maserati,Coupe,2004,premium unleaded (required),390,8,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16,10,238,85174
2865,Maserati,Coupe,2005,premium unleaded (required),385,8,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,16,11,238,86877
2866,Maserati,Coupe,2005,premium unleaded (required),385,8,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,15,10,238,82633
2867,Maserati,Coupe,2006,premium unleaded (required),390,8,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,18,11,238,87577
2868,Maserati,Coupe,2006,premium unleaded (required),390,8,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,17,12,238,79900
2869,Volvo,Coupe,1991,regular unleaded,188,4,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,20,17,870,2000
2870,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,26470
2871,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,23120
2872,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,30620
2873,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,29370
2874,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,24370
2875,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,29120
2876,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,29820
2877,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,28570
2878,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,25220
2879,Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,27870
2880,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,32895
2881,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,23445
2882,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,30895
2883,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,25545
2884,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,29395
2885,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,24695
2886,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,26795
2887,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,28145
2888,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,31645
2889,Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202,29645
2890,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,27295
2891,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,31245
2892,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,32095
2893,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,25845
2894,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,28445
2895,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,29945
2896,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,25045
2897,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,24545
2898,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,25995
2899,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,33395
2900,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,26,2202,23745
2901,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202,29745
2902,Honda,CR-Z,2014,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20645
2903,Honda,CR-Z,2014,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,19995
2904,Honda,CR-Z,2014,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,23340
2905,Honda,CR-Z,2014,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,21840
2906,Honda,CR-Z,2014,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,22490
2907,Honda,CR-Z,2014,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,23990
2908,Honda,CR-Z,2015,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,21990
2909,Honda,CR-Z,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,24140
2910,Honda,CR-Z,2015,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,23490
2911,Honda,CR-Z,2015,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,20145
2912,Honda,CR-Z,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20795
2913,Honda,CR-Z,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,22640
2914,Honda,CR-Z,2016,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,22140
2915,Honda,CR-Z,2016,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,24440
2916,Honda,CR-Z,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,22790
2917,Honda,CR-Z,2016,regular unleaded,130,4,MANUAL,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,20295
2918,Honda,CR-Z,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,25090
2919,Honda,CR-Z,2016,regular unleaded,130,4,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20945
2920,Toyota,Cressida,1990,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,Sedan,22,17,2031,2000
2921,Toyota,Cressida,1991,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,Sedan,22,17,2031,2000
2922,Toyota,Cressida,1992,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4.0,Unknown,Midsize,Sedan,22,17,2031,2000
2923,Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,23,15,1013,29145
2924,Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,38545
2925,Chrysler,Crossfire,2006,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Convertible,22,15,1013,49470
2926,Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,23,15,1013,34195
2927,Chrysler,Crossfire,2006,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1013,45170
2928,Chrysler,Crossfire,2006,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,34185
2929,Chrysler,Crossfire,2007,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,38955
2930,Chrysler,Crossfire,2007,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,34595
2931,Chrysler,Crossfire,2007,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,29510
2932,Chrysler,Crossfire,2007,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,34560
2933,Chrysler,Crossfire,2008,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,23,15,1013,39130
2934,Chrysler,Crossfire,2008,premium unleaded (required),215,6,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,15,1013,34735
2935,Honda,Crosstour,2013,regular unleaded,278,6,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,33540
2936,Honda,Crosstour,2013,regular unleaded,278,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,37090
2937,Honda,Crosstour,2013,regular unleaded,278,6,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,30890
2938,Honda,Crosstour,2013,regular unleaded,192,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,33015
2939,Honda,Crosstour,2013,regular unleaded,278,6,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,35640
2940,Honda,Crosstour,2013,regular unleaded,192,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,27230
2941,Honda,Crosstour,2013,regular unleaded,278,6,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,34990
2942,Honda,Crosstour,2013,regular unleaded,192,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,30915
2943,Honda,Crosstour,2014,regular unleaded,278,6,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,33690
2944,Honda,Crosstour,2014,regular unleaded,192,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,33165
2945,Honda,Crosstour,2014,regular unleaded,192,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,31065
2946,Honda,Crosstour,2014,regular unleaded,192,4,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202,27380
2947,Honda,Crosstour,2014,regular unleaded,278,6,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,35790
